Author,Duration,Describtion,Likes,Share,Collection,Comment,URL
oO,4.782s,¹ş£¿¾ÍÀëÆ×#»¬°å#»¬°å½ÌÑ§ #Éñ²Ù×÷,615458,168683,6001,74546,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c68iq63c77ufsmtra1s0&line=0&file_id=99d1437626a249e8817a2714d5f8d9a5&sign=385a88979e388466cc2de1fff163f1c7&is_play_url=1&source=PackSourceEnum_FEED
Ğ¡Çç¸ãĞ¦ÊÓÆµ,55.379s,#¸ãĞ¦ÊÓÆµ,22625,2051,382,416,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6df8bjc77u04vtq0hg0&line=0&file_id=ed12b5954eb24f568f32991318daea59&sign=218a1c3de3ed089d69163109a6d20e86&is_play_url=1&source=PackSourceEnum_FEED
ÉıæÃ??£¨BXG,7.22s,#ÓĞĞÒÏàÓö #Ğ¯ÊÖÓàÉú #¼ÇÂ¼ĞÒ¸£Ê±¿Ì #Áµ°® #ÇéÂÂ?? #æÃæÃ²»Í£ #Ğí»ªÉı,3560,18,53,256,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c5unrd3c77u4qkdf7v5g&line=0&file_id=38e495e581ee412abd68e75b8d67b056&sign=a1c647bdeaa0a1f94d34f47e451050be&is_play_url=1&source=PackSourceEnum_FEED
Ò°ÇòµÛ??ÍõÊ¦¸µ,15.835s,¡°´òÀºÇòÈç¹û²»Ë£Ë§£¬ÄÇ¸úÏÌÓãÓĞÊ²Ã´Çø±ğ¡±,246316,2359,2209,1888,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c63l1abc77uc8h4rljo0&line=0&file_id=b9c8ec4f9a614e7aaba35e45452ba3cd&sign=caa876feb1ea900fb30bf79990c9e126&is_play_url=1&source=PackSourceEnum_FEED
Íë¾ÅµçÓ°,200.743s,¹îÒìµÄ¹ÖÈË£¨¾ÅÎ²ºü´«03£© #Ò»Æğ×·¾ç  #º«¾ç #douÊÇºÃ¾ç°²Àû¹Ü ,29503,401,1148,82,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6bt57jc77u9biif44g0&line=0&file_id=1f4b75bea934449c9ef820e4e75b8a70&sign=db37264701d8169926b58c7c80397562&is_play_url=1&source=PackSourceEnum_FEED
ÃÀÊ½ÀºÇò¹«Ô°??,20.134s,¡°ÓĞĞ©ÒÅº¶¾ÍÏñ»Î¹ı±ğÈË¿ÕÀºÃ»ÓĞÉÏ½ø.¡±#ÃÀÊ½ÀºÇò #ÀºÇò ,41789,1933,813,923,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6flda3c77u61vscovn0&line=0&file_id=f75db6eab0114c93b831415b7fd1f0c7&sign=db52614d563ff8e5af4e541f28ff7436&is_play_url=1&source=PackSourceEnum_FEED
°ÂÄá¶û°É,22.801s,µ±Ö÷³ÖÈËÈÃ#°ÂÄá¶û È¥ÎÂÈáµÄ¿ÛÀº£¬½á¹û¾¹ÊÇÕâÑù??#×ÛÒÕ¸ãĞ¦ #Ôó¹úÍ¬Ñ§#ÕÛ·ç¶ÉÒ¹ ,24646,125,273,90,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c656ss3c77u6etv6jsj0&line=0&file_id=e83844d8fa834e2f84703ee6e7b6d71f&sign=72f2bcd7db40a2a7b2ef2827013776b0&is_play_url=1&source=PackSourceEnum_FEED
´óÓÄER,242.1s,Î÷ÓÎ¼ÇÔ­ÖøÀïÄÇĞ©ÁîÈËÏ¸Ë¼¼«¿ÖµÄÏ¸½Ú£¡ @DOU+Ğ¡ÖúÊÖ,1976,44,72,104,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6g7ijjc77uat7tldb10&line=0&file_id=b7c3e977fcdc493c891a4da94a279f00&sign=aac36bcb49bb2b2f896a5b57bb47b7eb&is_play_url=1&source=PackSourceEnum_FEED
ÊÇÄÇ¸öĞ¡Àî,8.428s,Õâ¼¸Ãë...ÎÒ½«ÓÃÒ»ÉúÀ´ÖÎÓú....#×î¿ÉÅÂµÄ¶¯Îï,624,73,6,76,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c4o6e5jc77u4l0ehckfg&line=0&file_id=9f6a89aaae5844e5a087d44c44b5a6b5&sign=39d3ff9ac2f18547ea6bf1390bd94490&is_play_url=1&source=PackSourceEnum_FEED
¼ò¶Ì½âËµ,108.08s,·ÇÖŞº¢×ÓµÄÖĞ¹úÅ©´åÖ®ÂÃ£¨±äĞÎ¼Æ-Å·Âê£©,38182,2230,691,3136,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6c4rsrc77u3rbofa6kg&line=0&file_id=ef56655f53c048c599512f82ef5bcda3&sign=b503ce60c976ffb0a790a2e285aeadd9&is_play_url=1&source=PackSourceEnum_FEED
shuanghui,13.909s,#´´Òâ #½ğÉÌË® ,631,35,30,6,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c68btsjc77u6248pj0og&line=0&file_id=8e2b7a1dff054f708775fb656e4ff900&sign=499f67077c83491c19fe7ce144d54f3c&is_play_url=1&source=PackSourceEnum_FEED
¡° ·ç  ³Ç  Ãµ  ¹å ¡±,11.539s,¡°Ëû¹ıµôÁËËùÓĞ¹«Å£ÇòÔ±  Ò²¹ıµôÁËÎÒÕû¸öÇà´º¡±#ÂŞË¹#·ç³ÇÃµ¹å,378376,15484,5619,5786,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c610b8bc77ua9etbsdng&line=0&file_id=2726077b74b7452085b2e1ea5594f611&sign=62d406f464b855756247b86313cbe7eb&is_play_url=1&source=PackSourceEnum_FEED
³Â³Â³Ô±¥±¥¡«,19.18s,ÔÂµ×ÁË£¬»¨¾Ş×ÊÂòÁËÁ½ÌõÅÅ¹Ç£¬×öÒ»¹øÓñÃ×ÉÕÅÅ¹ÇÏãÔÎ¸ô±ÚÀÏ»Æ¼Ò£¬Ì«ÏÂ·¹ºÃ³ÔÁË¡«##ÓñÃ×ÉÕÅÅ¹Ç #´´×÷Áé¸Ğ ,66663,21991,5598,8065,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c5vq483c77u3vdr6d320&line=0&file_id=26d0a83a5f1546ab8bcca554845aec01&sign=d41add6d7448ca78a53777684c06f3e4&is_play_url=1&source=PackSourceEnum_FEED
¼ÇÂ¼ÆïĞĞÈ¤ÊÂ,303.762s,½ñÌìÀ´·ÖÏíÒ»³¤ÊÓÆµ°É#¼ÇÂ¼Éú»î #»ú³µ #ÆïĞĞÈ¤ÊÂ #ÔÚÔ½ÄÏ #ÄÚÈİ¹ıÓÚÕæÊµ ,6567,255,621,146,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6f3mpbc77uanhh6lks0&line=0&file_id=a31d417f70b44fe6a9de9e039ef6bbbe&sign=0edf6c0f4c58dc462026e54a2605a337&is_play_url=1&source=PackSourceEnum_FEED
å·º²Ç¿Ê¶,25.101s,ÊµÓÃĞÄÀíÑ§#Ë¼Î¬ #ÖªÊ¶ #ÖÇ»Û @DOU+Ğ¡ÖúÊÖ ,48614,3521,2837,484,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c61tj6rc77uc2s4o0kk0&line=0&file_id=b356624a625b471ba51cb72169bcf053&sign=a67f48586f57c3455819d9993f7ae324&is_play_url=1&source=PackSourceEnum_FEED
ŞÄÏëÓğÃ«Çò,70.055s,Ï£Íû¿ÉÒÔ¸ø¿´µ½ÊÓÆµµÄÄãÓĞµã°ïÖú#ÓğÃ«Çò #ÓğÃ«Çò½ÌÑ§ #ÓğÃ«Çòµ¥´ò #ÔË¶¯ @°¢À­? @ÓğÃ«Çò¸¸×Ó ,9272,1028,487,248,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6agqpbc77ua18gnc640&line=0&file_id=40f7b336df58405d88686effd9ad2a80&sign=cb761e712844d10c046119c01413fbef&is_play_url=1&source=PackSourceEnum_FEED
æÃæÃÓëÖ±ÄĞ,14.095s,ÎÒµÄ¿ªĞÄ£¬Ô´×ÔÓÚËıµÄ»ÅÕÅ¹ş¹ş¹ş¹ş,22417,588,399,286,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6g4p0jc77u5pjvp6rpg&line=0&file_id=10114664549a45519282f4ceeb24e0d3&sign=adae91aaa5ca2ad45b4b29a3b4508bc5&is_play_url=1&source=PackSourceEnum_FEED
Ğ¡³ÌµçÓ°,97.946s,Ñ§ÉúÊ±ÆÚµÄÍ¯ÄêÒõÓ°¡£#Ğ£Ä¹´¦ ,40218,10416,1540,4619,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6fpfgbc77u1eknul8jg&line=0&file_id=2a5e84b556124cf883ce63590a379cb3&sign=1ed11a17487d4e5a158a2774ddd020cd&is_play_url=1&source=PackSourceEnum_FEED
ÆßÂ·ÒôÀÖ(ÓÅÅÌ),16.367s,µ±ÎÒÀÛÁËµÄÊ±ºò£¬¾Í»áÀ´ÌıÌıÕâÖÖ¿¹¾Ü²»ÁËµÄÉùÒô#ÒôÀÖ #5d»·ÈÆ #´÷ÉÏ¶ú»ú ,157054,11469,9509,2449,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c63s5orc77udfljmtv9g&line=0&file_id=d1054e93b904410aa5aef9efb51c4f3e&sign=e1f011128e330ea0e78c1dd8ad429362&is_play_url=1&source=PackSourceEnum_FEED
ÀîÏŞ³¤ÈÕ³£Éú»î,347.6s,Å©´å¸ãĞ¦ÊÓÆµ£ºÊÕ¼¦ #Å©´å¸ãĞ¦ÊÓÆµ #Å©´åÈÕ³£ #ÊÕ¼¦,7539,385,368,101,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6g5763c77u4a67is3qg&line=0&file_id=d45d4072fd724fa4afc92bfa5d28e4cf&sign=f586ccae6f49682a25e3ef6ccfb0e398&is_play_url=1&source=PackSourceEnum_FEED
·èÊ¦¸µiMyFone,17.878s,iPhoneÉèÖÃ¿É°®µÄÀ´µçĞã#iphone #Æ»¹ûÊÖ»ú #ÊÖ»ú¼¼ÇÉ,36968,6972,3327,857,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c67qjjrc77u6g4cdvtbg&line=0&file_id=bfd81283a1e547e7940e0bbe1709ceee&sign=23ca2b25591c15cd68d2ae11c61dd870&is_play_url=1&source=PackSourceEnum_FEED
ñûÌÁ¹«°²,4.319s,¡¾ÎÒÎªÈºÖÚ°ìÊµÊÂ¡¿Ê¯¿¨ÅÉ³öËùµ·»ÙÒ»´¦¶Ä²©ÎÑµã£¬×¥»ñ11ÃûÉæ¶ÄÈËÔ±£¡#¶Ä²©º¦ÈËº¦¼º ,269,74,11,19,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6g39s3c77u7b5m507r0&line=0&file_id=123fae7ea9f24ab5b2c8a902bd6e3f33&sign=ccce7f8c1cea80ba1f7610e3359fd90a&is_play_url=1&source=PackSourceEnum_FEED
Dfsaty,437.068s,#ÈÈµãĞ¡ÖúÊÖ ¿¿¼áÇ¿µÄÒâÖ¾´òÆÆ½©¾Ö£¬¸øÄã¼ÓÓÍ,899,23,86,11,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6edefjc77u6cft523l0&line=0&file_id=042c43a830e84d0a80129f1e9f406b60&sign=2d18efbb4273e5e0fbb7bcb1a5eca5a6&is_play_url=1&source=PackSourceEnum_FEED
Ò»Ö»Ïè×Ó,22.197s,Äã´óºÃÇà´º£¬ÅÂÊ²Ã´£¬ÍùÇ°ÅÜ¡£,70858,3836,1038,1796,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c5rov8rc77u7kd664tkg&line=0&file_id=f315ad68f9984fca945830b0956b4f9e&sign=efcfc5f5809ccd3af23e67ce5c205cf6&is_play_url=1&source=PackSourceEnum_FEED
ÊÇĞ¡Ï£Ï£ß¹??,6.152s,#ÂÕÒ»ÏÂ±ä×° ĞÂ×°±¸¡«,3522,111,72,62,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6022l3c77u1cip9d2n0&line=0&file_id=ade20e01ae9f4f119e14991a5f7e0ad6&sign=2da70030e60a25d31fab24882f71784b&is_play_url=1&source=PackSourceEnum_FEED
×ßĞÄÎÄ°¸¹İ,7.059s,"ËÍ¸ø²»»áºåÅ®º¢×ÓµÄÄĞÉú£¨½¨ÒéÊÕ²Ø£©
1.Èç¹ûÄãµÄÅ®ÅóÓÑÔÚÄãÃæÇ°¿ŞÁË£¬ÎŞÂÛÊÇÊ²Ã´Ô­Òò£¬ÇëÄãÁ¢¿Ì±§½ôËı£¬ËıÅ¿ÔÚ×À×ÓÉÏÃ»ÓĞÔÚÄã»³ÀïĞÄ°²
2.Èç¹ûÄãµÄÅ®ÅóÓÑ¸øÄã¶ÄÆø ²»¸úÄãËµ»°£¬Äã²»ÒªÑ§Ëı£¬Õâ¸öÊ±ºòÕıÊÇ¿¼ÑéÄãµÄÊ±ºò£¬ºñÁ³Æ¤µÄ¾«Éñ´ËÊ±²»·¢ÑïÓÖµÈºÎÊ±
3.Èç¹ûÄãµÄÅ®ÅóÓÑ²»ÌıÄãµÄ»°×ªÉí×ßÁËÒ»¶¨Òª×·ÉÏËı£¬ÈôÊÇÕæµÄ°®Ëı£¬¶ªÏÂËıÒ»¸öÈËÄãÓÖÈçºÎ°²ĞÄ
4.Èç¹ûÄãµÄÅ®ÅóÓÑËµÄã×ß°É£¬ÎÒ²»ÏëÀíÄã£¬Ç§Íò²»ÒªÏàĞÅ£¬Å®Éú¾ÍÊÇ¿ÚÊÇĞÄ·Ç°ÕÁË£¬ÆäÊµ ÄÇÊÇËıŞ©ĞèÒªÄãµÄÊ±ºò 
5.Èç¹ûÄãµÄÅ®ÅóÓÑĞÄÇé²»ºÃ£¬²»ºÃºÃ³Ô·¹£¬²»ÒªÎÊËıÏë¸ÉÂï£¬Ïë³ÔÊ²Ã´£¬Ëı¿Ï¶¨»áËµÊ²Ã´¶¼²»Òª£¬È¥ÂòºÃÄã¼ÇÒäÀïËıŞ©°®³ÔµÄ¶«Î÷¾ÍĞĞ
6.Èç¹ûÄãµÄÅ®ÅóÓÑ¶ÔÄãËµºİ»°£¬Çë±£³ÖÈıÃë²»Ëµ»°£¬È»ºó¿´×ÅËıĞ¦×ÅËµ£¬Éµ¹Ï ÄãËµºİ»°Ò²ÕâÃ´¿É°®
 ºÃºÃÕäÏ§ÄãµÄÅ®ÅóÓÑ°É£¬²»Òª°ÑËıÃÇ ÏëµÄÌ«¸´ÔÓ£¬Å®ÉúÒªµÄÓÀÔ¶Ş©¼òµ¥£¬Ëı¸úÄã³³¼Ü²»Ò»¶¨ÊÇÕæµÄÓĞÊÂ£¬¶øÊÇÏëÈö½¿Ã»ÕÒ¶ÔÍ¾¾¶°ÕÁË Ëı´íÎóµÄÒÔÎªÕâÑùÄã¾Í»á¹Ø×¢Ëı£¬³³¼ÜÍê²»Òª¸øËıÊ±¼äÀä¾²£¬Ëı²»ĞèÒªÀä¾²£¬ËıÖ»ÏëÄãºåËı£¬ËıÏë¿Ş²»ÒªÎÊÔ­Òò£¬ÄãÔõÃ´ÎÊËı¶¼²»»áËµ£¬¶øÊÇÏë¸øËıÒ»¸ö¼ç°òÈÃËıÓĞÒÀ¿¿£¬ËıĞèÒªµÄÊÇÄãµÄÅã°éÅ¶£¬ÏàÓöÏà°®²»ÈİÒ×£¬Óöµ½ÁËÒ»¶¨ºÃºÃÕäÏ§°É£¡ ",168479,7016,16510,5485,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c5sjharc77udovhdkd80&line=0&file_id=44910e1fccb642c0a1bb88e51ceac068&sign=965708e1c91552864bff7c63291a5e90&is_play_url=1&source=PackSourceEnum_FEED
Ğ¦Ğ¦,59.117s,°ÙÉÆĞ¢ÎªÏÈ#´«µİÕıÄÜÁ¿,52656,1453,1236,2034,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6bqoq3c77udapudggc0&line=0&file_id=78fd406c18244168b21b3735afb4d5b9&sign=f5d278899724b985bfff9738e03e6b48&is_play_url=1&source=PackSourceEnum_FEED
³ÂÈıÃÃ,15.07s,,2132,97,62,92,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c60dmq3c77u6q1f9kh3g&line=0&file_id=d069a7fb685a4acaa259e23b40e2fc67&sign=2d92b234b732383302614a57fdc15eb6&is_play_url=1&source=PackSourceEnum_FEED
´åĞ¡Õ¬ÊûÃ¨Éè¼Æ,8.239s,#Å©´åÁ½¿ª¼ä¼òÅ·±ğÊû£¬¼òÔ¼Ê±ÉĞÓÖÊµÓÃ£¬ÈËÈË¶¼ÄÜ½¨£¡#Å©´å×Ô½¨·¿ #Å·Ê½±ğÊû ,1860,192,189,72,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6bmc73c77u61vphpek0&line=0&file_id=c5688199d4944f7285ee2c09a26dec61&sign=1baee5e4cebc3e67736e1cc7b6bd2263&is_play_url=1&source=PackSourceEnum_FEED
²«»÷°¢k,18.467s,#²«»÷ #¸ñ¶· #È­»÷ ±©Á¦Ö»ÓĞÁã´ÎºÍÎŞÊı´Î£¬Ãæ¶Ô±©Á¦ÎÒÃÇÒªÓÂ¸Ò³ö»÷£¡ @DOU+Ğ¡ÖúÊÖ,15431,709,519,361,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6dpdqjc77u8bb42fr0g&line=0&file_id=1280d865e28a4522af34d248b199fe6f&sign=59b891cb98d4346049b12e6ad126e9e6&is_play_url=1&source=PackSourceEnum_FEED
´óĞÜ??,11.609s,pÍ¼Äã²»ÖªµÀµÄÉñ²Ù×÷ ·¢¹âÔÆ¶ä#µ÷É« #ÊÖ»úÉãÓ°,16621,692,1436,104,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c68f4ljc77u73e2l146g&line=0&file_id=ce6e0468792946f5808d509368a57978&sign=20dedf786d3240bd5446a7b5de440400&is_play_url=1&source=PackSourceEnum_FEED
Çé·çÒôÀÖºĞ,6.897s,¡°ÄãÒªÈ¥Ç£±ğÈËµÄÊÖÁË ÎÒÃÇÒ²²»»áÔÙÓĞ¹ÊÊÂÁË. ¡±#ÇïÌìµÄ×îºóÒ»Ê×¸è ,38507,724,894,600,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c5uj11jc77ua4kdcg8i0&line=0&file_id=feb233bce4df4d5fa83cc39555b53a9f&sign=fc5c8426774b1a3b3b09229d99d2c86a&is_play_url=1&source=PackSourceEnum_FEED
ÊìÈË??,6.292s,¡°±¨¸æ   ÎÒ½ñÌìÒ²ºÜÏëÄã¡±,329903,59155,5737,62653,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c696lfjc77ua3dlmllb0&line=0&file_id=a00bce02c72340ceb11f789a666b7ebb&sign=8cf55d8a484dcf9c220eccf8ed606962&is_play_url=1&source=PackSourceEnum_FEED
ĞÂ»ªÍø²Æ¾­,4.296s,Ã÷Äê3ÔÂ1ÈÕÆğ£¬Î¢ĞÅÖ§¸¶±¦ÊÕ¿îÂë½«²»ÄÜÓÃÓÚ¾­ÓªÊÕ¿î#Î¢ĞÅÖ§¸¶±¦ÊÕ¿îÂë½«²»ÄÜÓÃÓÚ¾­ÓªÊÕ¿î  ,12191,4961,975,132,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6g5hr3c77u1d6r12t70&line=0&file_id=413d6fa49d8e4294850917751565c263&sign=acd3085d0cb6bd560d3ec86590e25e35&is_play_url=1&source=PackSourceEnum_FEED
Ó°ÃÙ½âËµ,218.454s,Õâ¸öÄĞÈËÎªÁË¸î¶Ï²ø×¡ÂİĞı½°µÄÃªË÷£¬ÌøÈëÂúÊÇöèÓãµÄ´óÎ÷Ñó£¬¾¹È»ÊÇÎªÁËµöÓã#·è¿ñ½ğÇ¹Óã #¼ÍÂ¼Æ¬½âËµ #ÉñÆæ¶¯ÎïÔÚ¶¶Òô ,1691,41,149,10,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6ft2n3c77udtm6l747g&line=0&file_id=0c8414c9933b4d0289300c8af74d8424&sign=9e1624a747a8a004b7edcd55b0559869&is_play_url=1&source=PackSourceEnum_FEED
ÎºÀÕ²¼ÀÊ,13.606s,#Õ²Ä·Ë¹±»ÇıÖğ Ë¹Í¼¶ûÌØÈı´ÎÏëµ±ÃæµÀÇ¸¶¼±»À¹×Å#Õ²Ä·Ë¹ #nbaÍÂ²Û´ó»á,100841,1245,1529,2089,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6dni4rc77u12o2r5okg&line=0&file_id=7cc0ff02a73c4e97a229e7d8a5dcfb6a&sign=6f86e3ff5677883a148865c818f3854a&is_play_url=1&source=PackSourceEnum_FEED
Ã×ÍÅÌ½¿Í,26.725s,¹ó¸ÛÂŞĞãÊÖ¹¤·Û£¬Ò»¸ö´«³Ğ¶àÄêµÄÊÖÒÕ£¬¼¸¿é??¾ÍÄÜ³ÔÁË #Ã×ÍÅÍÆ¼ö #ÓîÔÆÌ½ÃØ #Ãñ¼ä´«Í³ÃÀÊ³,276,30,10,88,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6cbg9rc77ue6k0tukp0&line=0&file_id=5a71360ff1ad4fcba93eb850f97db94e&sign=7e28d7827a37da30fc00c25de05802a7&is_play_url=1&source=PackSourceEnum_FEED
×ÖÄ¸¸çGiannis34ÖĞÎÄÍø,18.669s,ÏÛÄ½£¬ÂúÁ³µÄÏÛÄ½£¡#×ÖÄ¸¸ç,902,8,7,33,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6f2fhrc77u7thl8eao0&line=0&file_id=bef137fcfee04f5898b2890051ff900f&sign=71a59bf639d89caa72d477d1ba445625&is_play_url=1&source=PackSourceEnum_FEED
?Éîº£Õ¨µ¯??????,14.279s,#ÔÚÂ·ÉÏ #Dou+#¶¶ÒôĞ¡ÖúÊÖ #ÎÒÒªÉÏÈÈÃÅ ÊÖ»ú»µÁË£¬Í»È»¾Í±ä³É¿Ö²ÀÆ¬ÁË¡£Ó¦¸ÃÔõÃ´°ì£¿ @DOU+Ğ¡ÖúÊÖ,21,0,2,0,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6fqr4rc77u7ag6bj57g&line=0&file_id=3b2e64a7c7cc4425962493b9b1aafb6b&sign=172c673dc254b1f27b9a653045e7b1dd&is_play_url=1&source=PackSourceEnum_FEED
º«ÀÖ.,6.617s,ÏëÌ¸Áµ°®ÁË¾ÍÈ¥¿´¡°Ò»±­ÃÀÊ½¡±£¬ ÈçºÎÈ¥°®Ò»¸öÄĞº¢×Ó¾ÍÈ¥ËÑ¡°Àî×ÚÒÁ¡±£¬ ²»¶®Ï¸½Ú¾ÍÈ¥¿´¿´¡°»ÆîÚ½Ü¡±£¬Èç¹ûÒ»Ö±Íü²»µô£¬ÊÍ»³²»ÁË¾ÍÈ¥¿´¿´¡°º«ÀÖ¡±µÄÎÄ°¸¡£,160398,5521,7136,3984,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c61u1mbc77u2va0bhkp0&line=0&file_id=03cb223db94a46eebf0309282b177ccc&sign=ece8b40c73a4574ba3ca4ca95fd17610&is_play_url=1&source=PackSourceEnum_FEED
°¢Ğ¡Àê»á³Ô·¹,17.717s,"#¼«¶ñ¶¼ÊĞ  #Õü¾ÈÎÒµÄÈÈÑªdna 
È¼ÆğÀ´ÁË",201190,2189,6607,1734,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c67tirrc77u2dn10r9o0&line=0&file_id=3e5a3f4411864347994fad5d0c6d3ca4&sign=3e3e13ee819b87d38c7ea5263792e6c4&is_play_url=1&source=PackSourceEnum_FEED
Saiwen,61.485s,#Ó¡¶È#saiwenÔÚÓ¡¶È ¿ªFenÁË,73828,3614,1742,3058,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c61pc0jc77u2cav206e0&line=0&file_id=7f9d5d3d2086444490b7c9442450f424&sign=94640dd1262ccf24d17aa74c5e2e885b&is_play_url=1&source=PackSourceEnum_FEED
Ğ¡Ô²×Ó,16.601s,#¹ó¸Û¸ñÉ£»¨ #´ó·ç³µ ÎåÖ¸É½ÉÏµÄ¸ñÉ£»¨¿ªÁË£¬¾°É«ÕæµÄºÜÖÎÓú¡£,4271,2235,192,1264,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c68fm8bc77uds87mb56g&line=0&file_id=5bcaecfa495f45bd8ee83713cc3b56a5&sign=a9bf6e5d2807f079882b506cd7647d8a&is_play_url=1&source=PackSourceEnum_FEED
